headline,label,confidence
NYC mayoral election an “internal matter” of United States: official sources on Zohran Mamdani’s victory,sarcastic,0.85
"After High Court, desperate BRS turns to President to ‘put an end to poaching’",sarcastic,0.6
Rise of Jana Sena Party scripted by ‘Power Star’ – from 2019 poll ashes to 2024 glory,sarcastic,0.45
"Sukhu ka samosa, which wasn’t: Why Himachal CID is probing an order for CM",sarcastic,0.85
‘We cannot seek justice for the past’: Ram temple’s officer-architect-in-chief Nripendra Misra,sarcastic,0.5
"Akal Takht punishment to assassination bid, pendulum swings again for Sukhbir Badal",sarcastic,0.45
"UP Congress chief: ‘There is jungle raj in UP…To remove it, we decided to let SP contest bypolls…We will continue to be ‘big brother’ in the alliance’",sarcastic,0.65
‘Daddy you spoke about BJP only for 2 minutes’: Why BRS can’t ignore K Kavitha’s complaint,sarcastic,0.55
Mamata’s right-hand man who also powered BJP’s Bengal rise: Mukul Roy’s journey across the divide,sarcastic,0.5
AAP’s Punjab play book: Party turns to Ashutosh Rana-starrer ‘Humare Ram’ to keep BJP in check,sarcastic,0.45
"Amid three-language war, data shows only one-fourth Indians are multilingual",sarcastic,0.65
"Waqf Act: In assurance to SC, Centre pauses same provisions it had defended in Parliament",sarcastic,0.65
PM Modi leads counter to Opposition claims: ‘NDA respects Constitution… Even Babasaheb can’t change it’,sarcastic,0.5
"As Gujarat votes today, the opposition within BJP’s biggest challenge",sarcastic,0.45
Sunetra Pawar: The reluctant politician set to carry forward husband Ajit Pawar’s legacy,sarcastic,0.45
‘BJP is like a multinational company where innovation is limited and people work as directed by Delhi’: Former Jharkhand BJP leader,sarcastic,0.45
"‘For BJP, Constitution is holy scripture that means more than the Gita’: Haryana BJP’s key Dalit face",sarcastic,0.5
"Stray dogs case: Let public, educational institutions start their own animals cells and not bank on municipal authorities, one of nation’s oldest law centre tells SC",sarcastic,0.5
Feeling left out? Sangh workers can now reach BJP’s 19 Maharashtra ministers via PAs dedicated for this,sarcastic,0.55
Today in Politics: Why Opposition may find it hard to counter govt in aftermath of Operation Sindoor,sarcastic,0.5
‘Modi is the only PM in any democracy in the world who hasn’t done a press conference in 10 years’: Shatrughan Sinha,sarcastic,0.6
Speaker directs Lok Sabha Secretariat to correct notice against him,sarcastic,0.45
‘Congress should clarify about Brazilian model who Rahul claimed voted 22 times’: Haryana BJP chief,sarcastic,0.65
‘Why can’t govt debate  SIR? What is more important than voting rights of citizens?’: Congress MP Imran Pratapgarhi,sarcastic,0.45
Congress demands PM Modi to come clean on 'disclosures' on him made in Epstein files,sarcastic,0.6
"Trinamool’s solo posture in Parliament is a strategy, not a snub to INDIA bloc",sarcastic,0.45
"‘A paradox, a record!’: Why V-P Dhankhar is again frowning on Rule 267 notices in Rajya Sabha",sarcastic,0.55
"Today in Politics: Amid demand for discussion on SIR, Centre likely to push key Bills in Parliament",sarcastic,0.45
"How Indian parties have reacted to Bangladesh crisis: From measured Cong to BJP, RSS focus on ‘threat to Hindus’",sarcastic,0.45
"Manipur MLAs bridge ethnic divide to make trip to Delhi, though versions vary on what transpired",sarcastic,0.65
Diplomat’s meeting with Bangladesh Jamaat-e-Islami chief was routine: India,sarcastic,0.45
"‘Bangladeshi’ tussle: Bengal ranked seventh in migrants outside state, most of them women",sarcastic,0.5
‘Harry Potter’ Kejriwal against ‘Voldemort’ Shah: AAP takes the AI route,sarcastic,0.65
"Bhangra dancer, ‘journalist’, farm leader, ‘dunki racket’ accused – Meet Sukhwinder Singh Gill",sarcastic,0.7
"In Amethi, Modi factor keeps Smriti Irani afloat, Gandhi hand steadies aide’s boat",sarcastic,0.45
"Waqf Bill to lateral entry: As govt blinks, allies call it ‘victory of coalition politics’",sarcastic,0.65
"As AAP sends one of Punjab’s richest to RS, he is in good company: Abhishek Manu Singhvi, Jaya Bachchan, to Praful Patel",sarcastic,0.85
"Sops weighing it down, Mahayuti picks sense over sensibilities in first post-poll Budget",sarcastic,0.5
"As Lalu’s family gets another son, the one who never escaped eclipse – Tej Pratap Yadav",sarcastic,0.75
"Piyush Goyal holds ‘fruitful’ talks with U.S. Commerce Secretary Lutnick, Ambassador Gor",sarcastic,0.45
"‘I take PM attack as a compliment, that he is monitoring my election, is afraid of me returning as MP’: Danish Ali",sarcastic,0.75
"No Muslim candidate by Congress either, BSP only national party to field one in Gujarat",sarcastic,0.5
NOTTO directs training of first responders in road accident emergencies to ensure harvesting of organs,sarcastic,0.45
"2020 gangrape shadow fades, BJP confident of win in Hathras again",sarcastic,0.5
"Youth Congress leader makes former CM Khattar sweat in Karnal battle, with a little help from Hooda",sarcastic,0.55
"Caste census: Stalled Mandal report to still-born SECC, BJP readies its case against Congress",sarcastic,0.45
Tripura accord committee holds first meeting: ‘Historic process begins … will meet every two months’,sarcastic,0.45
A bend in the train to Kashmir: Parties argue that switch at Katra in Jammu ‘defeats purpose’,sarcastic,0.5
"What came before, eggs in midday meal or opposition to it? Maharashtra move on familiar course",sarcastic,0.65
"Takeaways from Bengal bypoll: TMC wins big in Kaliganj, BJP says its strategy was on point",sarcastic,0.75
"Ghatkopar on a golf cart: Knee fractured, Maharashtra’s richest candidate gets new wheels, but going tough",sarcastic,0.6
"Politics in verse: Mamata Banerjee’s broadside against SIR, through poems",sarcastic,0.45
From the Nehru archive: ‘Vande Mataram not feasible as national anthem as its tune doesn’t suit orchestral or band rendering’,sarcastic,0.5
Mamata govt proposes death for rape; TMC MPs have been split on capital punishment,sarcastic,0.45
"Gujarat Congress chief: ‘After Rahul ji’s call, we will act against pro-BJP leaders in state unit based on evidence’",sarcastic,0.45
Buzz over a Nitish scheme: Could ‘dashazari’ be the ‘gamechanger’?,sarcastic,0.55
State is a ‘continuum’ with commitments beyond pleasing the party or leader of the day: Supreme Court,sarcastic,0.5
"Will Hemant Soren take oath alone today? JMM says maybe, ally Congress says maybe not",sarcastic,0.4
Trump praises U.K. troops as ‘brave warriors’ after widespread condemnation,sarcastic,0.55
"In Telangana, BJP cashes in on BRS’s dry run in LS polls",sarcastic,0.6
Why everyone wants Raj Thackeray: MNS chief’s meeting with Fadnavis sparks Maharashtra poll buzz,sarcastic,0.5
Newsmaker | ‘Objection to Chair’s tone’: Jaya Bachchan as the irrepressible Rajya Sabha MP,sarcastic,0.4
Modi knows how to earna name for himself: Vaiko,sarcastic,0.75
Congress finally acts against MLA Rahul Mamkootathil: Palakkad MLA in eye of sexual misconduct storm is shown the door,sarcastic,0.7
"At the heart of an 8-year-old ‘missing person’ case, a familiar Madhya Pradesh BJP name",sarcastic,0.5
Pawan Kalyan’s brother Naga Babu to finally get his moment in the sun after long supporting role stint,sarcastic,0.5
Bihar MP Pappu Yadav: ‘We want Nitish ji to stay strong but BJP does not want him to .. He should return to Mahagathbandhan’,sarcastic,0.45
"CPM too opposed changes to Preamble during Emergency, now blaming RSS: Sangh-linked magazine",sarcastic,0.5
"In Kerala, CPI(M) secular plank ‘dented’ as CPI joins Congress to fuel row over Sangh Parivar ‘links’",sarcastic,0.5
"PM Modi strikes key notes in speech on Operation Sindoor: Unity of nation, justice for women, peace via strength",sarcastic,0.65
How Sharad Pawar lost the plot in cooperatives where he called the shots,sarcastic,0.55
"As Siddaramaiah stakes prestige in Chamarajanagar fight, Congress guarantees his calling card",sarcastic,0.45
"BJP ally caught on video boasting ‘can fix jobs’, amid NEET row",sarcastic,0.55
"‘All credit to Fadnavis’: As critics too applaud, how BJP CM laid to rest Jarange Patil’s ghost",sarcastic,0.5
"Amid Assam eviction drives, neighbouring states on guard against influx of ‘illegal immigrants’",sarcastic,0.45
"Congress questions Gujarat’s last-minute fishing season delay, but politics holds little water",sarcastic,0.45
Indore water contamination crisis adds to Kailash Vijayvargiya’s long list of controversies,sarcastic,0.4
"G RAM G will have to be rescinded, just like farm laws … ‘right to job’ reduced to a labharthi yojana: Parliamentary Standing Committee chief",sarcastic,0.65
"As Bishops’ body hosts PM Modi, calls within to get govt to do more on ‘Church attacks’",sarcastic,0.45
Jagdeep Dhankhar: A Rajya Sabha Chairman at daggers drawn with Opposition,sarcastic,0.45
"A loyal, a royal, a twist, some tears: Hapless Congress’s Kolhapur North saga",sarcastic,0.8
"3 Railway Ministers, and 28-year wait for lines: Bihar’s long track record",sarcastic,0.75
We used to curse Article 370 … But it protected us … now Ladakh opened up for entire India: Leh apex body co-chairman,sarcastic,0.75
"After break-up, CM Saini warms up to Dushyant as BJP, Congress brace for a tight race in Haryana",sarcastic,0.5
Decode politics: Why Punjab fertiliser shortage this year smells of Haryana polls,sarcastic,0.5
"A cold case, a TMC leader’s film debut, and a burning question: What happened to Manisha Mukhopadhyay?",sarcastic,0.65
Is Delhi BJP govt playing with fire on crackers? The test comes today,sarcastic,0.5
"‘First-time’ voters in Bihar: In data shared by EC, biggest chunk of those 26 to 50 years old",sarcastic,0.65
The Gandhi family’s man Friday of 40 years gets the Congress Amethi ticket,sarcastic,0.5
Today in Politics: PM Modi to inaugurate School of Ultimate Leadership conclave,sarcastic,0.5
"Separatist leaders enter poll fray, J&K parties welcome ‘move towards democracy’",sarcastic,0.55
"On 15th parole, Gurmeet Ram Rahim walks out of prison; to stay at Sirsa Dera",sarcastic,0.5
"West Bengal draft rolls: Seats with sizable Hindi speakers see high voter deletions, Muslim-dominated seats largely unaffected",sarcastic,0.45
"In BJP’s Patna Sahib bastion, Ravi Shankar Prasad sits pretty as he rides on Modi, vikas",sarcastic,0.45
Indian Constitution and the Revolution Without a Revolution,sarcastic,0.65
Waiting for a cycle in Gujarat: Scheme to check girl school dropouts hit by delay,sarcastic,0.45
Decode Politics: Why BJP has raised a stink about ‘toilet tax’ in Himachal Pradesh,sarcastic,0.65
"Not just stalking accused, several VIP relatives on list of law officers appointed by Haryana govt",sarcastic,0.6
A sarpanch poll fight finally settled after 3 yrs – by an EVM recount held in SC,sarcastic,0.65
"Today in Politics: Rahul Gandhi’s dinner with Opposition, with SIR as focus",sarcastic,0.65
"Is Jharkhand’s tribal population ‘shrinking’, as BJP claims? Yes, since before Independence, out-migration major factor",sarcastic,0.5
Tej Pratap dons new colours: Repentant son is now angry rebel talking of ‘Jaichands’,sarcastic,0.65
Janata Party: The giant slayer slayed by own giants,sarcastic,0.75
"Haryana BJP woes grow, party polls put off as Brahmin bodies rally behind state chief accused of ‘rape’",sarcastic,0.5
"R G Kar, one year on: How Mamata government got its act together to avoid 2026 Assembly poll fallout",sarcastic,0.5
"Maharashtra results again show farm issues matter, farm leaders flop",sarcastic,0.5
"How Mahayuti, MVA tried to outdo each other as sops rain on Maharashtra voters",sarcastic,0.5
"In clash of titans Nawab Malik and Abu Azmi in Muslim-dominated Mumbai seat, a Sena face fancies his chances",sarcastic,0.4
"As parties open the purse strings, will Bihar be left holding the bag?",sarcastic,0.65
"Should we relocate everyone to moon, Supreme Court asks while dismissing plea on earthquakes",sarcastic,0.9
"Officials face action as UP govt addresses complaints by workers of BJP, allies of being ‘ignored’",sarcastic,0.45
"Wangchuk’s work ‘exemplary’, ‘Is arrest his reward?’: Members of House panel that visited institute",sarcastic,0.85
"As MPs flag ‘ageing’ Parliament, a look at how 18th Lok Sabha is India’s oldest ever",sarcastic,0.5
"Akash Anand: Handpicked by Mayawati, cut as swiftly to size by her",sarcastic,0.5
Who is new Delhi Speaker Vijender Gupta? Former LoP who was once carried out of Assembly after clash with AAP MLAs,sarcastic,0.5
Why UP Energy Minister A K Sharma is lashing out: ‘Can’t transfer even a small official… supari against me’,sarcastic,0.5
"‘Govt ducking debate’, says Opposition, as both Houses of Parliament adjourned over DMK shirts with slogans",sarcastic,0.45
"At centre of Siddaramaiah row, meet Governor Thaawar Chand Gehlot: BJP, RSS ranks to top party, govt posts",sarcastic,0.55
President assents to Viksit Bharat-G Ram G Bill,sarcastic,0.65
"Pakistan living in 'la la land', says India at U.N. Human Rights Council in response to Islamabad’s J&K claims",sarcastic,0.7
"In Jharkhand’s Rajmahal, a village with a history of colonial struggle finds itself left behind",sarcastic,0.45
Ninth time unlucky – Congress fails to breach BJP fortress in Raipur,sarcastic,0.45
"As Rahul Gandhi readies for another ‘revelation’, what he said in the past on ‘vote chori’ exposes",sarcastic,0.75
Watch: Opposition protests as VB‑G RAM G Bill introduced to replace MGNREGA,sarcastic,0.85
"Same day as poll date, J-K admin clears long-standing land demand of refugees from Pakistan",sarcastic,0.65
"New Bengal BJP chief: ‘90% fatalities in state political violence  are Muslims… How long will they listen to mandir, masjid stories?’",sarcastic,0.6
"Big win for National Conference in J-K, shrunken Congress rides on its shoulders",sarcastic,0.65
"Has BJP squandered its gains in Ladakh, a fort that it once breached?",sarcastic,0.4
Why Punjab BJP’s rural outreach has got a boost by AAP govt’s crackdown on its camps,sarcastic,0.65
EVM ‘tampering’: The MLA face of the ‘almost repoll’ in Maharashtra who wants to help AAP prevent it,sarcastic,0.65
"Till ‘wad of notes’, earring matched to earring, late-night laptop return, and other lost-but-found Parliament stories",sarcastic,0.55
"From the Urdu Press: ‘Kejriwal turns the tables on BJP’, ‘Govt should book Rahul if his stance is anti-national’",sarcastic,0.5
"Why now? On sure footing, Govt changes course to take the big step, announces Caste Census",sarcastic,0.55
Muslim faces in Bihar House in Lalu-Nitish era: Less than half of population share,sarcastic,0.45
"Harish Rawat’s role curbed, Congress falls back on his ex-aide for Uttarakhand chief",sarcastic,0.45
‘Pitroda raises ethnicity. Why shouldn’t we have a little fun? If Mani Shankar Aiyar’s Pak remarks play out… it’s to our advantage’: Hardeep Puri,sarcastic,0.5
"‘Cannot get worse’: Why Congress has ditched Left in Bengal, will contest Assembly polls alone",sarcastic,0.5
"Air crash which killed Ajit Pawar to be probed, says Maharashtra Deputy CM Eknath Shinde",sarcastic,0.95
"Dhankhar totally silent for 100 days, farewell function has not happened: Congress",sarcastic,0.6
"Communal rift to Sena split to Maratha quota tension, it all comes together in renamed Aurangabad",sarcastic,0.75
"Newsmaker | Prajwal Revanna: In the Deve Gowda family feud, an agent provocateur",sarcastic,0.45
"In Kerala, Congress buoyed by Priyanka’s Wayanad debut despite dip in Rahul votes",sarcastic,0.5
Canadian Prime Minister Mark Carney to visit India in 2026,sarcastic,0.85
"Not just Opposition, Bihar BJP also worried, plans outreach on EC drive",sarcastic,0.45
‘Land jihad’ or Kathua rape row: Key J&K Hindu right-wing face joins BJP,sarcastic,0.45
"West Bengal SIR: ‘Logical discrepancies’ defy science, Election Commission informs Supreme Court",sarcastic,0.7
Operation Sindoor showcased India’s moral clarity and military resolve: President Droupadi Murmu,sarcastic,0.65
"RSS admits to ‘issues’ with BJP but says, ‘It is a family matter … will be resolved’",sarcastic,0.45
PM Modi to inaugurate new PMO at ‘Seva Teerth’,sarcastic,0.55
Modi govt’s ‘Liberation Day’ celebration for Hyderabad holds legacy of another PM,sarcastic,0.5
"What happens when Union ministers, CM share the floor? A problem of protocol, precedence in Odisha Assembly",sarcastic,0.45
"At 19, BJP last contested fewer seats in Valley back in 1996, has never won any",sarcastic,0.5
"A fast and the furious: As a hunger strike enters 22nd day in Punjab, protesting farmers dig heels in",sarcastic,0.65
"Ahead of U.S. Ambassador arrival, Trump okays 500% tariff Bill on Russian oil; withdraws from India-led ISA",sarcastic,0.85
Where Bihar 2025 meets ‘1984’: George Orwell’s forgotten home in Motihari,sarcastic,0.75
"Haryana rout: Two months later, Congress ‘fact-finding’ panel again blames BJP, EC",sarcastic,0.75
"In jolt to BJP, Bhojpuri singer Pawan Singh pulls out of Bihar fray: ‘I will be true party soldier’",sarcastic,0.6
"Amid PMK rift, S Ramadoss called a meeting of 230 leaders, but only 13 turned up",sarcastic,0.55
"Motion to remove Justice Varma to begin in Lok Sabha; ‘No doubts remain,’ says govt",sarcastic,0.45
"Inside the CBI room: After a 4 pm lunch break, Vijay faces a gruelling day of questioning",sarcastic,0.55
RJD’s challenge in Siwan: Shahabuddin is dead. Long live Shahabuddin,sarcastic,0.75
"EC cites Bihar SIR: Over 75% voters linked to 2003 electoral roll, seeks replication across states",sarcastic,0.55
PM Modi says ‘first House Session in 10 yrs with no fires lit by foreign spark’. What was he referring to?,sarcastic,0.45
India sets its own air standards; global rankings not official: Government tells Parliament,sarcastic,0.55
"As Shinde sulks, BJP readies power-sharing deal, claims Mumbai, leaves Thane for Sena",sarcastic,0.5
"George Fernandes: The man who stopped the Railways, powered an underground network",sarcastic,0.45
"Wayanad tragedy: How different parties, governments, states ensure reports on Western Ghats stay buried",sarcastic,0.6
"Supreme Court banks on state’s case of ‘hierarchy of participation’ to justify no bail to Umar Khalid and Sharjeel Imam, but bail to others in Delhi riots case",sarcastic,0.55
"Caste census amidst Bihar polls: NDA boasts of a coming ‘aandhi’, RJD to demand specifics",sarcastic,0.45
What is happening in Karnataka Congress? Proxy battles resume after a brief lull,sarcastic,0.4
"Amid ‘Ram’ and ‘Samvidhan’ debate, more lowly concerns in Ayodhya",sarcastic,0.65
ED lens on Karnataka Home Minister and long-time wannabe CM: Who is G Parameshwara?,sarcastic,0.65
"In Delhi, why sops trump aspiration pitch as BJP, Congress follow AAP playbook",sarcastic,0.45
An ‘apology’ that wasn’t: How GST ‘row’ around a Tamil Nadu restaurant chain made state BJP eat its words,sarcastic,0.8
TDP’s Rajya Sabha ranks set to include businessman once at heart of internal CBI war,sarcastic,0.65
"As Nitin Nabin takes charge, a look at how BJP appoints its president: Unanimous choice, no elections",sarcastic,0.45
"Congress targets Govt on US tariffs: Close ties yes, but 27% will hurt India’s foreign trade",sarcastic,0.6
"8 Bihar ministers in Modi govt but NDA’s choices reflect regional, social imbalances",sarcastic,0.45
"As Nitish Kumar begins 10th innings, where NDA’s Bihar 2025 sweep ranks in poll dominance",sarcastic,0.6
"At Ground Zero of farmer, Opp protests, Krishi Bhawan gets ‘image makeover’ with new faces",sarcastic,0.75
"BJP’s balance of power: After Maharashtra, may tighten grip on ally-ruled Bihar",sarcastic,0.45
"From Gandhi-Patel land, Congress will signal its golden past. But all eyes on what AICC Session holds for future",sarcastic,0.45
"‘Nation’s Army, soldiers bowing at PM’s feet’: Now Madhya Pradesh Deputy CM lands BJP in a spot",sarcastic,0.65
"Newsmaker | His party’s voice, or ‘independent’ Speaker? Abdul Rahim Rather has J&K House split, and in uproar",sarcastic,0.65
Indo-U.S. interim trade deal looks like ‘pre-committed purchase agreement’: Tharoor,sarcastic,0.5
"People with nothing to hide need not be bothered about surveillance, Supreme Court says",sarcastic,0.45
"Ahead of PM Modi’s likely visit to Manipur, relief for govt as Nagas ‘temporarily suspend’ highway blockade",sarcastic,0.5
President’s Rule in Manipur: Not a first for a party in power at Centre to act against own govt,sarcastic,0.45
Bharat Bandh highlights: No major impact on normal life due to one-day nationwide strike call,sarcastic,0.4
"In ‘race’ to woo Brahmin community in Uttar Pradesh, BJP ally SBSP is latest entrant",sarcastic,0.5
"Punjab questions Centre ‘warning’ to scrap road projects over ‘law, order’, says ‘just listen to the farmers’",sarcastic,0.45
"Who doesn’t want a bypoll in a seat in Ayodhya district? Not us, says BJP as Opposition claims it is ‘afraid’",sarcastic,0.55
"As Centre sets up National Turmeric Board, Telangana farmer leaders say: ‘Let it start functioning’",sarcastic,0.5
"In Rahul’s debut as LoP, some flashbacks, a familiar script and new role’s aggression",sarcastic,0.45
"Manipur rolls out red carpet, navigates red flags as Modi makes touchdown today",sarcastic,0.65
Too much like old times for many as Lalu turns out for candidate jailed on extortion charge,sarcastic,0.75
"Modi-Trump ‘huglomacy’ in deep freeze, says Congress as Rubio repeats Trump’s claims of brokering India-Pakistan ceasefire",sarcastic,0.85
"Women in the Lok Sabha: With fewer of them in House, burden of representation on woman MPs increases",sarcastic,0.45
"PM Modi, BJP’s promises open few doors for Aligarh lock industry",sarcastic,0.65
"As BJP President, Nitin Nabin will start with the strongest-ever war chest: Rs 10,000 crore in cash & cash equivalent in March-end 2025",sarcastic,0.65
A ‘different’ BJP in Bihar: Why the party’s Hindutva pitch is subdued in the state,sarcastic,0.45
"Ajit Pawar (1959-2026): Broke away from uncle Sharad Pawar’s shadow, forged his own path to the top",sarcastic,0.95
"After the flood, Gujarat BJP tries to climb out of deep waters, lends help on damaged cars",sarcastic,0.65
"Decode Politics: Amid PM Modi’s pitch for local governance in Manipur, a look at Kuki-Zo demand",sarcastic,0.45
Nitish once more: Bihar’s Bhishma Pitamah strikes back,sarcastic,0.8
Ajit Pawar was blackmailed for 10 years (over irrigation ‘scam’) … shows why he wanted to go to BJP: Jayant Patil,sarcastic,0.75
"In Maharashtra’s many-cornered, messy fight, last-minute jitters meant last minute",sarcastic,0.45
"How Sharad Pawar has broken ranks with Oppn: Parliament session on truce to Adani, Rafale rows",sarcastic,0.45
"Meitei leader’s visit to Kuki camp: BJP praises its MLA, says ‘all party legislators’ want this",sarcastic,0.45
K C Tyagi: ‘Those who refused to make Nitish INDIA convenor are now offering to make him PM’,sarcastic,0.65
Lottery king Santiago Martin’s wife set for a political gamble: From one small party with big balance sheet to another,sarcastic,0.85
"Answer to 'abject surrender' lies in ‘grips, chokes’ placed on PM: Rahul Gandhi on India-U.S. trade deal",sarcastic,0.65
"‘Kafir’ barb during LS polls in Kerala: Probe backfires on ruling CPM, finds pro-Left link",sarcastic,0.55
AAP Punjab MLA arrested by his own party’s govt in corruption case: Who is Raman Arora?,sarcastic,0.45
"Maharashtra, Jharkhand results clear any doubts for AAP: women all the way for Delhi polls",sarcastic,0.4
